Old Order	Current order	Taxon Order	Category	English Name	French Name	Scientific Name	Order	Family	Taxon	Location	S/P	Date	LocID	SubID	Exotic	Countable
426	979	13187	species	Crimson-fronted Parakeet	Conure de Finsch	Psittacara finschi	Psittaciformes	Psittacidae (New World and African Parrots)	13187	Hotel Bougainvillea	CR-H	03-Jun-22	L487975	S112022395		1
1236	893	11874	species	Crimson-mantled Woodpecker	Pic de Rivoli	Colaptes rivolii	Piciformes	Picidae (Woodpeckers)	11874	Reserva Ecolgica Ro Blanco--Lodge	CO-CAL	18-Dec-14	L1252500	S20954319		1
592	848	10865	species	Crimson-rumped Toucanet	Toucanet  croupion rouge	Aulacorhynchus haematopygus	Piciformes	Ramphastidae (Toucans)	10865	Tandayapa--San Jorge Tandayapa	EC-P	05-Apr-19	L1907810	S54584423		1
268	1373	19986	species	Crossley's Vanga	Mystacorne de Crossley	Mystacornis crossleyi	Passeriformes	"Vangidae (Vangas, Helmetshrikes, and Allies)"	19986	Iaroka Forest	MG-A	07-Nov-24	L6489758	S202373999		1
598	1205	17170	species	Crowned Chat-Tyrant	Pitajo couronn	Silvicultrix frontalis	Passeriformes	Tyrannidae (Tyrant Flycatchers)	17170	Reserva Yanacocha	EC-P	04-Apr-19	L1396997	S54575597		1
1382	772	9658	species	Crowned Hornbill	Calao couronn	Lophoceros alboterminatus	Bucerotiformes	Bucerotidae (Hornbills)	9658	R69	ZA-NL	02-Oct-14	L3164567	S20565272		1
1988	409	5873	species	Crowned Lapwing	Vanneau couronn	Vanellus coronatus	Charadriiformes	Charadriidae (Plovers and Lapwings)	5873	Serengeti NP--Seronera	TZ-13	12-Aug-05	L1327024	S15379241		1
1054	320	4976	species	Crowned Woodnymph	Dryade couronne	Thalurania colombica	Apodiformes	Trochilidae (Hummingbirds)	4976	"8.6040x-80.0884 - Nov 13, 2016, 10:24 AM"	PA-8	13-Nov-16	L5079097	S32519353		1
265	1481	23967	species	Cryptic Warbler	Sylvicole cryptique	Cryptosylvicola randrianasoloi	Passeriformes	Bernieridae (Malagasy Warblers)	23967	Iaroka Forest	MG-A	07-Nov-24	L6489758	S202373999		1
231	753	9444	species	Cuckoo-roller	Courol vouroudriou	Leptosomus discolor	Leptosomiformes	Leptosomidae (Cuckoo-roller)	9444	Zombitse-Vohibasia NP	MG-U	12-Nov-24	L920160	S202373817		1
1369	455	6182	species	Curlew Sandpiper	Bcasseau cocorli	Calidris ferruginea	Charadriiformes	Scolopacidae (Sandpipers and Allies)	6182	St Lucia--iMfolozi River mouth	ZA-NL	03-Oct-14	L4209873	S20579355		1
269	1367	19973	species	Dark Newtonia	Newtonie sombre	Newtonia amphichroa	Passeriformes	"Vangidae (Vangas, Helmetshrikes, and Allies)"	19973	Iaroka Forest	MG-A	07-Nov-24	L6489758	S202373999		1
393	1179	16895	species	Dark Pewee	Moucherolle ombr	Contopus lugubris	Passeriformes	Tyrannidae (Tyrant Flycatchers)	16895	San Gerardo de Dota	CR-SJ	04-Jun-22	L448041	S112126477		1
1375	1675	30877	species	Dark-backed Weaver	Tisserin bicolore	Ploceus bicolor	Passeriformes	Ploceidae (Weavers and Allies)	30877	St Lucia--iMfolozi River mouth	ZA-NL	02-Oct-14	L4209873	S20565478		1
1861	1779	33124	species	Dark-eyed Junco	Junco ardois	Junco hyemalis	Passeriformes	Passerellidae (New World Sparrows)	33124	Ottawa--Rideau Forest	CA-ON	26-Oct-11	L2381380	S15665757		1
57	1684	31014	species	Diamond Firetail	Diamant  gouttelettes	Stagonopleura guttata	Passeriformes	Estrildidae (Waxbills and Allies)	31014	Warby-Ovens National Park--Nason Springs	AU-VIC	11-Nov-25	L2904903	S283947043		1
830	817	10358	species	Dollarbird	Rolle oriental	Eurystomus orientalis	Coraciiformes	Coraciidae (Rollers)	10358	Booderee National Park--Booderee Botanic Gardens	AU-NSW	14-Oct-17	L2541277	S39909622		1
1685	1001	13817	species	Dot-winged Antwren	Grisin toil	Microrhopias quixensis	Passeriformes	Thamnophilidae (Typical Antbirds)	13817	Cockscomb Basin Wildlife Sanctuary	BZ-SC	02-Dec-11	L330946	S15367676		1
941	1076	15461	species	Double-banded Graytail	Queue-grise des feuilles	Xenerpestes minlosi	Passeriformes	Furnariidae (Ovenbirds and Woodcreepers)	15461	Canopy Camp	PA-5	02-Apr-17	L3379895	S35679439		1
1327	167	2901	species	Double-banded Sandgrouse	Ganga bibande	Pterocles bicinctus	Pterocliformes	Pteroclidae (Sandgrouse)	2901	Moremi--Khwai River (north side)	BW-NW	12-Oct-14	L1220375	S20696861		1
1642	571	7424	species	Double-crested Cormorant	Cormoran  aigrettes	Nannopterum auritum	Suliformes	Phalacrocoracidae (Cormorants and Shags)	7424	Everglades NP (Please consider using more specific locations)	US-FL	25-Dec-12	L3499263	S15371142		1
335	381	5734	species	Double-striped Thick-knee	Oedicnme bistri	Hesperoburhinus bistriatus	Charadriiformes	Burhinidae (Thick-knees)	5734	Trcoles--Tour en Bote	CR-P	14-Jun-22	L1456779	S112965518		1
1631	876	11400	species	Downy Woodpecker	Pic mineur	Dryobates pubescens	Piciformes	Picidae (Woodpeckers)	11400	Wolfe Island	CA-ON	16-Feb-13	L1022214	S15371295		1
180	2026	35731	species	Dull-colored Grassquit	Cici obscur	Asemospiza obscura	Passeriformes	Thraupidae (Tanagers and Allies)	35731	El Campano	CO-MAG	05-Apr-25	L11802673	S223237915		1
387	1010	14029	species	Dull-mantled Antbird	Alapi tabac	Sipia laemosticta	Passeriformes	Thamnophilidae (Typical Antbirds)	14029	Rancho Naturalista	CR-C	05-Jun-22	L468901	S112257955		1
1593	458	6192	species	Dunlin	Bcasseau variable	Calidris alpina	Charadriiformes	Scolopacidae (Sandpipers and Allies)	6192	Point Pelee NP* general (use more precise loc.)	CA-ON	03-May-13	L131153	S15364807		1
1705	1005	13906	species	Dusky Antbird	Grisin sombre	Cercomacroides tyrannina	Passeriformes	Thamnophilidae (Typical Antbirds)	13906	Blue Hole National Park	BZ-CY	01-Dec-11	L2381840	S15367650		1
551	1761	32901	species	Dusky Chlorospingus	Chlorospin ombr	Chlorospingus semifuscus	Passeriformes	Passerellidae (New World Sparrows)	32901	San Tadeo Birdwatching (Feeders)	EC-P	08-Apr-19	L9410437	S54712012		1
1453	1454	22371	species	Dusky Lark	Alouette brune	Pinarocorys nigricans	Passeriformes	Alaudidae (Larks)	22371	Kruger NP--Letaba-Olifants Rd	ZA-LP	25-Sep-14	L2355950	S20317879		1
891	361	5478	species	Dusky Moorhen	Gallinule sombre	Gallinula tenebrosa	Gruiformes	"Rallidae (Rails, Gallinules, and Coots)"	5478	Royal Botanic Gardens (Sydney)	AU-NSW	07-Oct-17	L915566	S39591405		1
1222	1106	15938	species	Dusky Piha	Piauhau sombre	Lipaugus fuscocinereus	Passeriformes	Cotingidae (Cotingas)	15938	Reserva Ecolgica Ro Blanco--Lodge	CO-CAL	18-Dec-14	L1252500	S20954319		1
14	1442	21831	species	Dusky Robin	Miro de Tasmanie	Melanodryas vittata	Passeriformes	Petroicidae (Australasian Robins)	21831	Inala (restricted access)	AU-TAS	19-Nov-25	L942969	S285114568		1
76	1354	19761	species	Dusky Woodswallow	Langrayen sordide	Artamus cyanopterus	Passeriformes	"Artamidae (Woodswallows, Bellmagpies, and Allies)"	19761	Murray Valley National Park--Gulpa Creek Reed Beds	AU-NSW	10-Nov-25	L2480595	S283759296		1
935	831	10493	species	Dusky-backed Jacamar	Jacamar sombre	Brachygalba salmoni	Piciformes	Galbulidae (Jacamars)	10493	Lajas Blancas	PA-EM	03-Apr-17	L5683119	S35694556		1
1809	1213	17284	species	Dusky-capped Flycatcher	Tyran olivtre	Myiarchus tuberculifer	Passeriformes	Tyrannidae (Tyrant Flycatchers)	17284	Orange Walk	BZ-OW	26-Nov-11	L295270	S15368874		1
2022	1910	34400	species	Dusky-faced Tanager	Mitrospin obscur	Mitrospingus cassinii	Passeriformes	Mitrospingidae (Mitrospingid Tanagers)	34400	Hotel Tinalandia	EC-SD	10-Jul-04	L489494	S102090106		1
1305	158	2400	species	Eared Dove	Tourterelle oreillarde	Zenaida auriculata	Columbiformes	Columbidae (Pigeons and Doves)	2400	Represa Cameguadua	CO-CAL	16-Dec-14	L3786045	S20932040		1
1544	526	6876	species	Eared Grebe	Grbe  cou noir	Podiceps nigricollis	Podicipediformes	Podicipedidae (Grebes)	6876	San Elijo Lagoon--west	US-CA	17-Oct-13	L761141	S15429571		1
1659	1597	28126	species	Eastern Bluebird	Merlebleu de l'Est	Sialia sialis	Passeriformes	Turdidae (Thrushes and Allies)	28126	Ottawa--MacDonald-Cartier International Airport (High Road)	CA-ON	19-Jun-12	L1217618	S15371413		1
840	617	7726	species	Eastern Cattle-Egret	Hron de Coromandel	Ardea coromanda	Pelecaniformes	"Ardeidae (Herons, Egrets, and Bitterns)"	7726	Wollongong Botanic Garden	AU-NSW	13-Oct-17	L1314800	S39889198		1
1614	1235	17472	species	Eastern Kingbird	Tyran tritri	Tyrannus tyrannus	Passeriformes	Tyrannidae (Tyrant Flycatchers)	17472	Point Pelee NP* general (use more precise loc.)	CA-ON	02-May-13	L131153	S15364735		1
1521	1813	33568	species	Eastern Meadowlark	Sturnelle des prs	Sturnella magna	Passeriformes	Icteridae (Troupials and Allies)	33568	Ottawa--Earl Armstrong Rd	CA-ON	12-Apr-14	L2092728	S17878091		1
1615	1193	17007	species	Eastern Phoebe	Moucherolle phbi	Sayornis phoebe	Passeriformes	Tyrannidae (Tyrant Flycatchers)	17007	Point Pelee NP* general (use more precise loc.)	CA-ON	02-May-13	L131153	S15364735		1
839	935	12492	species	Eastern Rosella	Perruche omnicolore	Platycercus eximius	Psittaciformes	Psittaculidae (Old World Parrots)	12492	Wollongong Botanic Garden	AU-NSW	13-Oct-17	L1314800	S39889198		1
1153	729	8866	species	Eastern Screech-Owl	Petit-duc macul	Megascops asio	Strigiformes	Strigidae (Owls)	8866	Magee Marsh (Lucas Co.)	US-OH	12-May-15	L317582	S23404804		1
68	1321	19002	species	Eastern Shrike-tit	Falconelle  casque	Falcunculus frontatus	Passeriformes	Falcunculidae (Shrike-tits)	19002	Murray Valley Regional Park--Deniliquin Town Block	AU-NSW	10-Nov-25	L10100482	S283808018		1
870	1252	17706	species	Eastern Spinebill	Mliphage  bec grle	Acanthorhynchus tenuirostris	Passeriformes	Meliphagidae (Honeyeaters)	17706	Blue Mountains Botanic Garden	AU-NSW	09-Oct-17	L2556612	S39782646		1
1592	1798	33415	species	Eastern Towhee	Tohi  flancs roux	Pipilo erythrophthalmus	Passeriformes	Passerellidae (New World Sparrows)	33415	Point Pelee NP* general (use more precise loc.)	CA-ON	03-May-13	L131153	S15364807		1
1612	1338	19245	species	Eastern Warbling Vireo	Viro mlodieux	Vireo gilvus	Passeriformes	"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)"	19245	Point Pelee NP* general (use more precise loc.)	CA-ON	02-May-13	L131153	S15364735		1
687	211	3614	species	Eastern Whip-poor-will	Engoulevent bois-pourri	Antrostomus vociferus	Caprimulgiformes	Caprimulgidae (Nightjars and Allies)	3614	Rondeau Provincial Park (general location)	CA-ON	09-May-18	L265518	S45497464		1
1492	1183	16924	species	Eastern Wood-Pewee	Pioui de l'Est	Contopus virens	Passeriformes	Tyrannidae (Tyrant Flycatchers)	16924	Britannia CA--Mud Lake	CA-ON	01-Sep-14	L1795397	S19634457		1
834	1444	21861	species	Eastern Yellow Robin	Miro  poitrine jaune	Eopsaltria australis	Passeriformes	Petroicidae (Australasian Robins)	21861	Booderee National Park--Cave Beach	AU-NSW	14-Oct-17	L3127234	S39909626		1
516	259	4487	species	Ecuadorian Hillstar	Colibri du Chimborazo	Oreotrochilus chimborazo	Apodiformes	Trochilidae (Hummingbirds)	4487	PN Antisana--pradera de los ibis y alrededores	EC-N	12-Apr-19	L2761741	S54867630		1
552	1630	28766	species	Ecuadorian Thrush	Merle d'quateur	Turdus maculirostris	Passeriformes	Turdidae (Thrushes and Allies)	28766	Tandayapa--San Jorge Tandayapa	EC-P	08-Apr-19	L1907810	S54707862		1
2018	23	417	species	Egyptian Goose	Ouette d'gypte	Alopochen aegyptiaca	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"	417	Lake Manyara NP (Arusha)	TZ-01	09-Aug-05	L1033409	S15379179		1
310	1716	31977	species	Elegant Euphonia	Organiste  capuchon	Chlorophonia elegantissima	Passeriformes	"Fringillidae (Finches, Euphonias, and Allies)"	31977	Curi-Cancha Refugio de Vida Silvestre	CR-P	10-Dec-23	L1468729	S156080994		1
105	929	12439	species	Elegant Parrot	Perruche lgante	Neophema elegans	Psittaciformes	Psittaculidae (Old World Parrots)	12439	The Outback Hwy at Moralana Creek	AU-SA	06-Nov-25	L2536082	S283063153		1
498	1984	35127	species	Emerald Tanager	Calliste meraude	Tangara florida	Passeriformes	Thraupidae (Tanagers and Allies)	35127	Rio Indio	PA-8	12-Nov-19	L1532334	S61402411		1
1469	136	2151	species	Emerald-spotted Wood-Dove	Tourtelette meraudine	Turtur chalcospilos	Columbiformes	Columbidae (Pigeons and Doves)	2151	Kruger NP--Letaba-Olifants Rd	ZA-LP	25-Sep-14	L2355950	S20317879		1
564	288	4710	species	Empress Brilliant	Brillant impratrice	Heliodoxa imperatrix	Apodiformes	Trochilidae (Hummingbirds)	4710	Reserva Mashpi-Amagusa (Sergio y Doris)	EC-P	07-Apr-19	L3175551	S54680739		1
822	2	15	species	Emu	meu d'Australie	Dromaius novaehollandiae	Casuariiformes	Casuariidae (Cassowaries and Emu)	15	Wilsons Promontory National Park--Wildlife Viewing Area	AU-VIC	18-Oct-17	L2855396	S39990712		1
601	1021	14277	species	Equatorial Antpitta	Grallaire d'quateur	Grallaria saturata	Passeriformes	Grallariidae (Antpittas)	14277	Reserva Yanacocha	EC-P	04-Apr-19	L1396997	S54575597		1
648	109	1816	species	Erckel's Spurfowl	Francolin d'Erckel	Pternistis erckelii	Galliformes	"Phasianidae (Pheasants, Grouse, and Allies)"	1816	Volcano Golf Course and Volcano Winery (Pi'i Mauna Drive)	US-HI	31-Oct-18	L2679607	S49590172	N	1
719	1176	16870	species	Euler's Flycatcher	Moucherolle d'Euler	Lathrotriccus euleri	Passeriformes	Tyrannidae (Tyrant Flycatchers)	16870	Aripo Savannah--Cumuto Road	TT-SGE	10-Apr-18	L652732	S44449217		1
865	1616	28500	species	Eurasian Blackbird	Merle noir	Turdus merula	Passeriformes	Turdidae (Thrushes and Allies)	28500	Blue Mountains Botanic Garden	AU-NSW	09-Oct-17	L2556612	S39782646	N	1
445	1449	22114	species	Eurasian Blue Tit	Msange bleue	Cyanistes caeruleus	Passeriformes	"Paridae (Tits, Chickadees, and Titmice)"	22114	Promenade Jacquet (Le Pquier)--Lac d'Annecy	FR-ARA	15-Feb-20	L9486575	S64490073		1
1157	129	2031	species	Eurasian Collared-Dove	Tourterelle turque	Streptopelia decaocto	Columbiformes	Columbidae (Pigeons and Doves)	2031	Tranquille	CA-BC	19-Mar-15	L344713	S22427405	N	1
859	362	5487	species	Eurasian Coot	Foulque macroule	Fulica atra	Gruiformes	"Rallidae (Rails, Gallinules, and Coots)"	5487	Royal National Park--Ironbark Flat	AU-NSW	11-Oct-17	L2556392	S39822365		1
1160	1425	21514	species	Eurasian Jackdaw	Choucas des tours	Coloeus monedula	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"	21514	RNN du Plan de Tuda (RNN100)	FR-ARA	11-Feb-15	L3155036	S21771440		1
449	902	11993	species	Eurasian Kestrel	Faucon crcerelle	Falco tinnunculus	Falconiformes	Falconidae (Falcons and Caracaras)	11993	"Liane, Copponex FR-Rhne-Alpes (46.0566,6.0795)"	FR-ARA	01-Feb-20	L10659212	S63993845		1
448	1421	21467	species	Eurasian Magpie	Pie bavarde	Pica pica	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"	21467	Val Thorens	FR-ARA	05-Feb-20	L4931202	S64156399		1
1349	359	5462	species	Eurasian Moorhen	Gallinule poule-d'eau	Gallinula chloropus	Gruiformes	"Rallidae (Rails, Gallinules, and Coots)"	5462	Korsman Bird Sanctuary	ZA-GT	06-Oct-14	L1912725	S20305927		1
643	1458	22615	species	Eurasian Skylark	Alouette des champs	Alauda arvensis	Passeriformes	Alaudidae (Larks)	22615	Road to Cement Plant Rd	US-HI	01-Nov-18	L1430537	S49602576	N	1
40	1705	31603	species	Eurasian Tree Sparrow	Moineau friquet	Passer montanus	Passeriformes	Passeridae (Old World Sparrows)	31603	Serendip Sanctuary	AU-VIC	14-Nov-25	L1818531	S284346430	N	1
219	428	6012	species	Eurasian Whimbrel	Courlis corlieu	Numenius phaeopus	Charadriiformes	Scolopacidae (Sandpipers and Allies)	6012	Ifaty--salt pans	MG-U	13-Nov-24	L3099280	S202372442		1
665	36	512	species	Eurasian Wigeon	Canard siffleur	Mareca penelope	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"	512	Blackie Spit (Incl. Dunsmuir Farm & Nicomekl estuary)	CA-BC	19-Oct-18	L285197	S49305332		1
1413	785	9829	species	European Bee-eater	Gupier d'Europe	Merops apiaster	Coraciiformes	Meropidae (Bee-eaters)	9829	Kruger NP--southern section (please be more specific)	ZA-MP	28-Sep-14	L972510	S20390197		1
798	1744	32552	species	European Goldfinch	Chardonneret lgant	Carduelis carduelis	Passeriformes	"Fringillidae (Finches, Euphonias, and Allies)"	32552	Naringal	AU-VIC	23-Oct-17	L3156701	S40076405	N	1
793	1739	32336	species	European Greenfinch	Verdier d'Europe	Chloris chloris	Passeriformes	"Fringillidae (Finches, Euphonias, and Allies)"	32336	Russell Clark Reserve	AU-VIC	24-Oct-17	L2704258	S40091492	N	1
1525	1577	27813	species	European Starling	tourneau sansonnet	Sturnus vulgaris	Passeriformes	Sturnidae (Starlings)	27813	Ottawa--Limebank road	CA-ON	29-Mar-14	L2405870	S17653963	N	1
440	1729	32085	species	Evening Grosbeak	Gros-bec errant	Hesperiphona vespertina	Passeriformes	"Fringillidae (Finches, Euphonias, and Allies)"	32085	PN du Mt-Tremblant--Secteur Tremblant	CA-QC	13-Jan-21	L3335256	S79202991		1
341	1145	16453	species	Eye-ringed Flatbill	Tyranneau  bec court	Rhynchocyclus brevirostris	Passeriformes	Tyrannidae (Tyrant Flycatchers)	16453	Reserva Biolgica Bosque Nuboso Monteverde	CR-P	14-Jun-22	L552342	S112944944		1
779	1505	24275	species	Fairy Martin	Hirondelle ariel	Petrochelidon ariel	Passeriformes	Hirundinidae (Swallows)	24275	Lake Fyans	AU-VIC	26-Oct-17	L2117956	S40125379		1
1389	1647	29830	species	Familiar Chat	Tarier d'Afrique	Oenanthe familiaris	Passeriformes	Muscicapidae (Old World Flycatchers)	29830	Ithala GR	ZA-NL	01-Oct-14	L3161131	S20535371		1
841	203	3351	species	Fan-tailed Cuckoo	Coucou  ventail	Cacomantis flabelliformis	Cuculiformes	Cuculidae (Cuckoos)	3351	Wollongong Botanic Garden	AU-NSW	13-Oct-17	L1314800	S39889198		1
29	430	6024	species	Far Eastern Curlew	Courlis de Sibrie	Numenius madagascariensis	Charadriiformes	Scolopacidae (Sandpipers and Allies)	6024	"Riverside Ave, Ocean Grove"	AU-VIC	15-Nov-25	L16052106	S284495342		1
1009	984	13445	species	Fasciated Antshrike	Batara fasci	Cymbilaimus lineatus	Passeriformes	Thamnophilidae (Typical Antbirds)	13445	Plantation Road--Parque Nacional Soberana	PA-8	18-Nov-16	L454712	S32606575		1
1243	286	4702	species	Fawn-breasted Brilliant	Brillant rubinode	Heliodoxa rubinoides	Apodiformes	Trochilidae (Hummingbirds)	4702	Reserva Ecolgica Ro Blanco--Lodge	CO-CAL	18-Dec-14	L1252500	S20954319		1
490	1960	34917	species	Fawn-breasted Tanager	Tangara  dos noir	Pipraeidea melanonota	Passeriformes	Thraupidae (Tanagers and Allies)	34917	Laguna de Pedro Palo	CO-CUN	15-Nov-19	L1156336	S61468916		1
380	1066	15255	species	Fawn-throated Foliage-gleaner	Anabate de Sclater	Automolus cervinigularis	Passeriformes	Furnariidae (Ovenbirds and Woodcreepers)	15255	Rancho Naturalista	CR-C	07-Jun-22	L468901	S112369645		1
1038	739	9037	species	Ferruginous Pygmy-Owl	Chevchette brune	Glaucidium brasilianum	Strigiformes	Strigidae (Owls)	9037	Santa Clara	PA-2	14-Nov-16	L879799	S32558458		1
1514	1770	33002	species	Field Sparrow	Bruant des champs	Spizella pusilla	Passeriformes	Passerellidae (New World Sparrows)	33002	Mersea Rd 21 fields	CA-ON	02-May-14	L2817016	S18176947		1
329	853	10894	species	Fiery-billed Aracari	Araari de Frantzius	Pteroglossus frantzii	Piciformes	Ramphastidae (Toucans)	10894	PN Carara-Entrada principal [senderos Quebrada Bonita y Universal]	CR-P	15-Jun-22	L3354750	S113005968		1
423	292	4736	species	Fiery-throated Hummingbird	Colibri insigne	Panterpe insignis	Apodiformes	Trochilidae (Hummingbirds)	4736	Paraiso Quetzal Lodge - Km 70	CR-SJ	03-Jun-22	L1457094	S112058480		1
1126	1427	21570	species	Fish Crow	Corneille de rivage	Corvus ossifragus	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"	21570	Government Rd. (Broward Co.)	US-FL	15-Nov-15	L586629	S25839192		1
790	1438	21769	species	Flame Robin	Miro embras	Petroica phoenicea	Passeriformes	Petroicidae (Australasian Robins)	21769	Grampians National Park--Sundial Carpark	AU-VIC	25-Oct-17	L2551749	S40110470		1
407	1914	34442	species	Flame-colored Tanager	Piranga  dos ray	Piranga bidentata	Passeriformes	Cardinalidae (Cardinals and Allies)	34442	Savegre Valley--Miriam's Restaurant	CR-SJ	03-Jun-22	L1577770	S112058604		1
555	1982	35106	species	Flame-faced Tanager	Calliste  face rouge	Tangara parzudakii	Passeriformes	Thraupidae (Tanagers and Allies)	35106	Reserva Mashpi-Amagusa (Sergio y Doris)	EC-P	07-Apr-19	L3175551	S54680739		1
1281	1945	34796	species	Flame-rumped Tanager	Tangara flamboyant	Ramphocelus flammigerus	Passeriformes	Thraupidae (Tanagers and Allies)	34796	Represa Cameguadua	CO-CAL	16-Dec-14	L3786045	S20932040		1
413	1858	33971	species	Flame-throated Warbler	Paruline embrase	Oreothlypis gutturalis	Passeriformes	Parulidae (New World Warblers)	33971	Paraiso Quetzal Lodge - Km 70	CR-SJ	03-Jun-22	L1457094	S112058480		1
