ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Caption,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
339121881,Photo,Eastern Warbling Vireo,Vireo gilvus,,,Denis Rivard,2021-05-16,2021,5,16,640,Canada,CA-ON-OT,Ontario,Ottawa,Britannia CA (general location),45.3711229,-75.7915535,"",,Unspecified,false,false,,,,,,,S88260429,"",,,,,Vireo gilvus,eawvir1,Group,19245,,.00,0,,2184,3883
339119511,Photo,Common Tern,Sterna hirundo,,,Denis Rivard,2021-05-16,2021,5,16,640,Canada,CA-ON-OT,Ontario,Ottawa,Britannia CA (general location),45.3711229,-75.7915535,"",,Unspecified,false,false,,,,,,,S88260429,"",,,,,Sterna hirundo,comter,Species,6748,,.00,0,,1667,2964
339117351,Photo,Gray Catbird,Dumetella carolinensis,,,Denis Rivard,2021-05-12,2021,5,12,1015,Canada,CA-ON-OT,Ontario,Ottawa,Britannia CA--Mud Lake,45.3717546,-75.7948728,"",,Unspecified,false,false,,,,,,,S87907990,"",,,,,Dumetella carolinensis,grycat,Species,28000,,4.00,1,,3729,5594
339105411,Photo,Bobolink,Dolichonyx oryzivorus,,,Denis Rivard,2021-05-14,2021,5,14,1455,Canada,CA-ON-OT,Ontario,Ottawa,Ottawa--MacDonald-Cartier International Airport (High Road),45.3026252,-75.6282091,"",,Unspecified,false,false,,,,,,,S88100899,"",,,,,Dolichonyx oryzivorus,boboli,Species,33564,,5.00,1,,2096,3726
338137711,Photo,Magnolia Warbler,Setophaga magnolia,,,Denis Rivard,2021-05-13,2021,5,13,1313,Canada,CA-ON-PE,Ontario,Prince Edward,Prince Edward Point  NWA--Prince Edward Point Bird Observatory,43.9391343,-76.8611455,"",,Unspecified,false,false,,,,,,,S88003657,"",,,,,Setophaga magnolia,magwar,Species,34079,,3.00,1,,1739,3091
338135711,Photo,Magnolia Warbler,Setophaga magnolia,,,Denis Rivard,2021-05-13,2021,5,13,1313,Canada,CA-ON-PE,Ontario,Prince Edward,Prince Edward Point  NWA--Prince Edward Point Bird Observatory,43.9391343,-76.8611455,"",,Unspecified,false,false,,,,,,,S88003657,"",,,,,Setophaga magnolia,magwar,Species,34079,,3.00,1,,1826,3246
338133411,Photo,Ovenbird,Seiurus aurocapilla,,,Denis Rivard,2021-05-13,2021,5,13,1313,Canada,CA-ON-PE,Ontario,Prince Edward,Prince Edward Point  NWA--Prince Edward Point Bird Observatory,43.9391343,-76.8611455,"",,Unspecified,false,false,,,,,,,S88003657,"",,,,,Seiurus aurocapilla,ovenbi1,Species,33946,,4.00,2,,1722,3061
338131711,Photo,Caspian Tern,Hydroprogne caspia,,,Denis Rivard,2021-05-13,2021,5,13,1313,Canada,CA-ON-PE,Ontario,Prince Edward,Prince Edward Point  NWA--Prince Edward Point Bird Observatory,43.9391343,-76.8611455,"",,Unspecified,false,false,,,,,,,S88003657,"",,,,,Hydroprogne caspia,caster1,Species,6718,,4.00,2,,2370,4213
338128961,Photo,Baltimore Oriole,Icterus galbula,,,Denis Rivard,2021-05-14,2021,5,14,645,Canada,CA-ON-OT,Ontario,Ottawa,Richmond CA (formerly Richmond Sewage Lagoons),45.1988932,-75.8206550,"",,Unspecified,false,false,,,,,,,S88063257,"",,,,,Icterus galbula,balori,Species,33770,,.00,0,,1777,2665
338127421,Photo,Baltimore Oriole,Icterus galbula,,,Denis Rivard,2021-05-14,2021,5,14,645,Canada,CA-ON-OT,Ontario,Ottawa,Richmond CA (formerly Richmond Sewage Lagoons),45.1988932,-75.8206550,"",,Unspecified,false,false,,,,,,,S88063257,"",,,,,Icterus galbula,balori,Species,33770,,4.00,1,,1241,2206
338125531,Photo,Swamp Sparrow,Melospiza georgiana,,,Denis Rivard,2021-05-14,2021,5,14,645,Canada,CA-ON-OT,Ontario,Ottawa,Richmond CA (formerly Richmond Sewage Lagoons),45.1988932,-75.8206550,"",,Unspecified,false,false,,,,,,,S88063257,"",,,,,Melospiza georgiana,swaspa,Species,33315,,4.00,2,,2030,3608
338123241,Photo,Northern Yellow Warbler,Setophaga aestiva,,,Denis Rivard,2021-05-14,2021,5,14,645,Canada,CA-ON-OT,Ontario,Ottawa,Richmond CA (formerly Richmond Sewage Lagoons),45.1988932,-75.8206550,"",,Unspecified,false,false,,,,,,,S88063257,"",,,,,Setophaga aestiva,yelwar1,Group,34087,,3.00,1,,1428,2536
338116231,Photo,Northern Parula,Setophaga americana,,,Denis Rivard,2021-05-14,2021,5,14,645,Canada,CA-ON-OT,Ontario,Ottawa,Richmond CA (formerly Richmond Sewage Lagoons),45.1988932,-75.8206550,"",,Unspecified,false,false,,,,,,,S88063257,"",,,,,Setophaga americana,norpar,Species,34063,,3.00,1,,1662,2954
337033761,Photo,Black-crowned Night Heron,Nycticorax nycticorax,,,Denis Rivard,2021-05-11,2021,5,11,807,Canada,CA-ON-OT,Ontario,Ottawa,Britannia CA (general location),45.3711229,-75.7915535,"",,Unspecified,false,false,,,,,,,S87813810,"",,,,,Nycticorax nycticorax,bcnher,Species,7600,,4.00,1,,4289,7623
337023691,Photo,Northern Cardinal,Cardinalis cardinalis,,,Denis Rivard,2021-05-10,2021,5,10,719,Canada,CA-ON-OT,Ontario,Ottawa,Britannia CA (general location),45.3711229,-75.7915535,"",,Unspecified,false,false,,,,,,,S87723578,"",,,,,Cardinalis cardinalis,norcar,Species,34515,,.00,0,,4081,7255
337021981,Photo,Eastern Kingbird,Tyrannus tyrannus,,,Denis Rivard,2021-05-10,2021,5,10,719,Canada,CA-ON-OT,Ontario,Ottawa,Britannia CA (general location),45.3711229,-75.7915535,"",,Unspecified,false,false,,,,,,,S87723578,"",,,,,Tyrannus tyrannus,easkin,Species,17472,,.00,0,,2191,3895
336967111,Photo,Common Yellowthroat,Geothlypis trichas,,,Denis Rivard,2021-05-10,2021,5,10,1617,Canada,CA-ON-OT,Ontario,Ottawa,Richmond CA (formerly Richmond Sewage Lagoons),45.1988932,-75.8206550,"",,Unspecified,false,false,,,,,,,S87762796,"",,,,,Geothlypis trichas,comyel,Species,34028,,3.00,1,,1705,3031
336965001,Photo,Common Yellowthroat,Geothlypis trichas,,,Denis Rivard,2021-05-10,2021,5,10,1617,Canada,CA-ON-OT,Ontario,Ottawa,Richmond CA (formerly Richmond Sewage Lagoons),45.1988932,-75.8206550,"",,Unspecified,false,false,,,,,,,S87762796,"",,,,,Geothlypis trichas,comyel,Species,34028,,3.00,1,,1705,3031
336962621,Photo,American Bittern,Botaurus lentiginosus,,,Denis Rivard,2021-05-10,2021,5,10,947,Canada,CA-ON-OT,Ontario,Ottawa,Richmond CA (formerly Richmond Sewage Lagoons),45.1988932,-75.8206550,"",,Unspecified,false,false,,,,,,,S87730221,"",,,,,Botaurus lentiginosus,amebit,Species,7560,,4.00,1,,1812,3221
336961081,Photo,American Bittern,Botaurus lentiginosus,,,Denis Rivard,2021-05-10,2021,5,10,947,Canada,CA-ON-OT,Ontario,Ottawa,Richmond CA (formerly Richmond Sewage Lagoons),45.1988932,-75.8206550,"",,Unspecified,false,false,,,,,,,S87730221,"",,,,,Botaurus lentiginosus,amebit,Species,7560,,5.00,2,,2148,3221
336958151,Photo,Solitary Sandpiper,Tringa solitaria,,,Denis Rivard,2021-05-10,2021,5,10,947,Canada,CA-ON-OT,Ontario,Ottawa,Richmond CA (formerly Richmond Sewage Lagoons),45.1988932,-75.8206550,"",,Unspecified,false,false,,,,,,,S87730221,"",,,,,Tringa solitaria,solsan,Species,6129,,.00,0,,2279,4051
336957381,Photo,Solitary Sandpiper,Tringa solitaria,,,Denis Rivard,2021-05-10,2021,5,10,947,Canada,CA-ON-OT,Ontario,Ottawa,Richmond CA (formerly Richmond Sewage Lagoons),45.1988932,-75.8206550,"",,Unspecified,false,false,,,,,,,S87730221,"",,,,,Tringa solitaria,solsan,Species,6129,,.00,0,,2279,4051
336131991,Photo,American Redstart,Setophaga ruticilla,,,Denis Rivard,2021-05-09,2021,5,9,803,Canada,CA-ON-OT,Ontario,Ottawa,Britannia CA (general location),45.3711229,-75.7915535,"",,Unspecified,false,false,,,,,,,S87603690,"",,,,,Setophaga ruticilla,amered,Species,34058,,3.00,1,,2978,5294
336127841,Photo,White-crowned Sparrow,Zonotrichia leucophrys,,,Denis Rivard,2021-05-09,2021,5,9,803,Canada,CA-ON-OT,Ontario,Ottawa,Britannia CA (general location),45.3711229,-75.7915535,"",,Unspecified,false,false,,,,,,,S87603690,"",,,,,Zonotrichia leucophrys,whcspa,Species,33187,,.00,0,,3883,6903
336125701,Photo,Palm Warbler,Setophaga palmarum,,,Denis Rivard,2021-05-09,2021,5,9,803,Canada,CA-ON-OT,Ontario,Ottawa,Britannia CA (general location),45.3711229,-75.7915535,"",,Unspecified,false,false,,,,,,,S87603690,"",,,,,Setophaga palmarum,palwar,Species,34148,,3.00,1,,2015,3582
336123061,Photo,Cape May Warbler,Setophaga tigrina,,,Denis Rivard,2021-05-09,2021,5,9,803,Canada,CA-ON-OT,Ontario,Ottawa,Britannia CA (general location),45.3711229,-75.7915535,"",,Unspecified,false,false,,,,,,,S87603690,"",,,,,Setophaga tigrina,camwar,Species,34060,,3.00,1,,1693,3010
336120821,Photo,Black-and-white Warbler,Mniotilta varia,,,Denis Rivard,2021-05-09,2021,5,9,803,Canada,CA-ON-OT,Ontario,Ottawa,Britannia CA (general location),45.3711229,-75.7915535,"",,Unspecified,false,false,,,,,,,S87603690,"",,,,,Mniotilta varia,bawwar,Species,33962,,3.00,1,,1820,3235
336116961,Photo,Northern Cardinal,Cardinalis cardinalis,,,Denis Rivard,2021-05-09,2021,5,9,803,Canada,CA-ON-OT,Ontario,Ottawa,Britannia CA (general location),45.3711229,-75.7915535,"",,Unspecified,false,false,,,,,,,S87603690,"",,,,,Cardinalis cardinalis,norcar,Species,34515,,.00,0,,1684,2994
336113731,Photo,Song Sparrow,Melospiza melodia,,,Denis Rivard,2021-05-09,2021,5,9,956,Canada,CA-ON-OT,Ontario,Ottawa,Richmond CA (formerly Richmond Sewage Lagoons),45.1988932,-75.8206550,"",,Unspecified,false,false,,,,,,,S87622840,"",,,,,Melospiza melodia,sonspa,Species,33277,,.00,0,,1754,3118
336111641,Photo,Lesser Yellowlegs,Tringa flavipes,,,Denis Rivard,2021-05-09,2021,5,9,956,Canada,CA-ON-OT,Ontario,Ottawa,Richmond CA (formerly Richmond Sewage Lagoons),45.1988932,-75.8206550,"",,Unspecified,false,false,,,,,,,S87622840,"",,,,,Tringa flavipes,lesyel,Species,6145,,2.00,1,,1545,2746
336109251,Photo,Gray Catbird,Dumetella carolinensis,,,Denis Rivard,2021-05-09,2021,5,9,956,Canada,CA-ON-OT,Ontario,Ottawa,Richmond CA (formerly Richmond Sewage Lagoons),45.1988932,-75.8206550,"",,Unspecified,false,false,,,,,,,S87622840,"",,,,,Dumetella carolinensis,grycat,Species,28000,,3.00,1,,1765,3137
336106781,Photo,Northern Pintail,Anas acuta,,,Denis Rivard,2021-05-09,2021,5,9,956,Canada,CA-ON-OT,Ontario,Ottawa,Richmond CA (formerly Richmond Sewage Lagoons),45.1988932,-75.8206550,"",,Unspecified,false,false,,,,,,,S87622840,"",,,,One male.,Anas acuta,norpin,Species,594,,3.00,1,,1702,3026
336103061,Photo,Eastern Warbling Vireo,Vireo gilvus,,,Denis Rivard,2021-05-09,2021,5,9,956,Canada,CA-ON-OT,Ontario,Ottawa,Richmond CA (formerly Richmond Sewage Lagoons),45.1988932,-75.8206550,"",,Unspecified,false,false,,,,,,,S87622840,"",,,,,Vireo gilvus,eawvir1,Group,19245,,.00,0,,1839,3269
336100451,Photo,Pileated Woodpecker,Dryocopus pileatus,,,Denis Rivard,2021-05-09,2021,5,9,1224,Canada,CA-ON-OT,Ontario,Ottawa,Rideau Forest,45.2282070,-75.6374160,"",,Unspecified,false,false,,,,,,,S87632837,"",,,,,Dryocopus pileatus,pilwoo,Species,11762,,5.00,2,,3807,6768
335504951,Photo,Northern Yellow Warbler,Setophaga aestiva,,,Denis Rivard,2021-05-06,2021,5,6,1644,Canada,CA-ON-NU,Ontario,Northumberland,"Presqu'ile Provincial Park--Lighthouse",43.9977316,-77.6773827,"",,Unspecified,false,false,,,,,,,S87275643,"",,,,,Setophaga aestiva,yelwar1,Group,34087,,3.00,1,,2273,4040
335499851,Photo,Gray Catbird,Dumetella carolinensis,,,Denis Rivard,2021-05-06,2021,5,6,1644,Canada,CA-ON-NU,Ontario,Northumberland,"Presqu'ile Provincial Park--Lighthouse",43.9977316,-77.6773827,"",,Unspecified,false,false,,,,,,,S87275643,"",,,,,Dumetella carolinensis,grycat,Species,28000,,3.00,1,,2202,3914
335495701,Photo,Bufflehead,Bucephala albeola,,,Denis Rivard,2021-05-06,2021,5,6,1644,Canada,CA-ON-NU,Ontario,Northumberland,"Presqu'ile Provincial Park--Lighthouse",43.9977316,-77.6773827,"",,Unspecified,false,false,,,,,,,S87275643,"",,,,,Bucephala albeola,buffle,Species,742,,5.00,1,,2191,3895
335494701,Photo,Ring-billed Gull,Larus delawarensis,,,Denis Rivard,2021-05-06,2021,5,6,1644,Canada,CA-ON-NU,Ontario,Northumberland,"Presqu'ile Provincial Park--Lighthouse",43.9977316,-77.6773827,"",,Unspecified,false,false,,,,,,,S87275643,"",,,,,Larus delawarensis,ribgul,Species,6521,,4.00,2,,3841,6828
335484541,Photo,Northern Yellow Warbler,Setophaga aestiva,,,Denis Rivard,2021-05-06,2021,5,6,1027,Canada,CA-ON-PE,Ontario,Prince Edward,Prince Edward Point  NWA--Prince Edward Point Bird Observatory,43.9391343,-76.8611455,"",,Unspecified,false,false,,,,,,,S87251555,"",,,,,Setophaga aestiva,yelwar1,Group,34087,,3.00,1,,2191,3895
335482341,Photo,Northern Yellow Warbler,Setophaga aestiva,,,Denis Rivard,2021-05-06,2021,5,6,1027,Canada,CA-ON-PE,Ontario,Prince Edward,Prince Edward Point  NWA--Prince Edward Point Bird Observatory,43.9391343,-76.8611455,"",,Unspecified,false,false,,,,,,,S87251555,"",,,,,Setophaga aestiva,yelwar1,Group,34087,,3.00,1,,1686,2997
335478391,Photo,Cliff Swallow,Petrochelidon pyrrhonota,,,Denis Rivard,2021-05-06,2021,5,6,1027,Canada,CA-ON-PE,Ontario,Prince Edward,Prince Edward Point  NWA--Prince Edward Point Bird Observatory,43.9391343,-76.8611455,"",,Unspecified,false,false,,,,,,,S87251555,"",,,,,Petrochelidon pyrrhonota,cliswa,Species,24281,,.00,0,,2023,3596
335475271,Photo,Black-and-white Warbler,Mniotilta varia,,,Denis Rivard,2021-05-06,2021,5,6,1027,Canada,CA-ON-PE,Ontario,Prince Edward,Prince Edward Point  NWA--Prince Edward Point Bird Observatory,43.9391343,-76.8611455,"",,Unspecified,false,false,,,,,,,S87251555,"",,,,,Mniotilta varia,bawwar,Species,33962,,3.00,1,,1189,2114
335473191,Photo,Redhead,Aythya americana,,,Denis Rivard,2021-05-06,2021,5,6,1027,Canada,CA-ON-PE,Ontario,Prince Edward,Prince Edward Point  NWA--Prince Edward Point Bird Observatory,43.9391343,-76.8611455,"",,Unspecified,false,false,,,,,,,S87251555,"",,,,,Aythya americana,redhea,Species,667,,4.50,2,,1453,2583
335437851,Photo,White-throated Sparrow,Zonotrichia albicollis,,,Denis Rivard,2021-05-06,2021,5,6,1027,Canada,CA-ON-PE,Ontario,Prince Edward,Prince Edward Point  NWA--Prince Edward Point Bird Observatory,43.9391343,-76.8611455,"",,Unspecified,false,false,,,,,,,S87251555,"",,,,,Zonotrichia albicollis,whtspa,Species,33201,,4.00,1,,1851,3290
335428951,Photo,Surf Scoter,Melanitta perspicillata,,,Denis Rivard,2021-05-06,2021,5,6,937,Canada,CA-ON-PE,Ontario,Prince Edward,"Long Point Rd, Milford CA-ON (43.9446,-76.8862)",43.9445900,-76.8861960,"",,Unspecified,false,false,,,,,,,S87251606,"",,,,,Melanitta perspicillata,sursco,Species,728,,.00,0,,1189,1782
335425111,Photo,White-winged Scoter,Melanitta deglandi,,,Denis Rivard,2021-05-06,2021,5,6,937,Canada,CA-ON-PE,Ontario,Prince Edward,"Long Point Rd, Milford CA-ON (43.9446,-76.8862)",43.9445900,-76.8861960,"",,Unspecified,false,false,,,,,,,S87251606,"",,,,,Melanitta deglandi,whwsco2,Species,730,,4.00,2,,785,1709
335417521,Photo,Northern Flicker,Colaptes auratus,,,Denis Rivard,2021-05-07,2021,5,7,1133,Canada,CA-ON-OT,Ontario,Ottawa,Richmond CA (formerly Richmond Sewage Lagoons),45.1988932,-75.8206550,"",,Unspecified,false,false,,,,,,,S87335586,"",,,,,Colaptes auratus,norfli,Species,11900,,.00,0,,1222,2172
335414581,Photo,Eastern Warbling Vireo,Vireo gilvus,,,Denis Rivard,2021-05-07,2021,5,7,1133,Canada,CA-ON-OT,Ontario,Ottawa,Richmond CA (formerly Richmond Sewage Lagoons),45.1988932,-75.8206550,"",,Unspecified,false,false,,,,,,,S87335586,"",,,,,Vireo gilvus,eawvir1,Group,19245,,.00,0,,2524,4487
335412451,Photo,Lesser Yellowlegs,Tringa flavipes,,,Denis Rivard,2021-05-07,2021,5,7,1133,Canada,CA-ON-OT,Ontario,Ottawa,Richmond CA (formerly Richmond Sewage Lagoons),45.1988932,-75.8206550,"",,Unspecified,false,false,,,,,,,S87335586,"",,,,,Tringa flavipes,lesyel,Species,6145,,4.00,1,,1759,3126
335410191,Photo,Greater Yellowlegs,Tringa melanoleuca,,,Denis Rivard,2021-05-07,2021,5,7,1133,Canada,CA-ON-OT,Ontario,Ottawa,Richmond CA (formerly Richmond Sewage Lagoons),45.1988932,-75.8206550,"",,Unspecified,false,false,,,,,,,S87335586,"",,,,,Tringa melanoleuca,greyel,Species,6154,,5.00,1,,3890,6914
335406051,Photo,American Wigeon,Mareca americana,,,Denis Rivard,2021-05-07,2021,5,7,1133,Canada,CA-ON-OT,Ontario,Ottawa,Richmond CA (formerly Richmond Sewage Lagoons),45.1988932,-75.8206550,"",,Unspecified,false,false,,,,,,,S87335586,"",,,,,Mareca americana,amewig,Species,517,,3.00,1,,2799,4976
335402021,Photo,Palm Warbler,Setophaga palmarum,,,Denis Rivard,2021-05-07,2021,5,7,842,Canada,CA-ON-OT,Ontario,Ottawa,Britannia CA (general location),45.3711229,-75.7915535,"",,Unspecified,false,false,,,,,,,S87326285,"",,,,,Setophaga palmarum,palwar,Species,34148,,4.00,1,,3061,5441
335399171,Photo,Yellow-rumped Warbler,Setophaga coronata,,,Denis Rivard,2021-05-07,2021,5,7,842,Canada,CA-ON-OT,Ontario,Ottawa,Britannia CA (general location),45.3711229,-75.7915535,"",,Unspecified,false,false,,,,,,,S87326285,"",,,,,Setophaga coronata,yerwar,Species,34159,,4.00,1,,3924,6976
335397481,Photo,Ruby-crowned Kinglet,Corthylio calendula,,,Denis Rivard,2021-05-07,2021,5,7,842,Canada,CA-ON-OT,Ontario,Ottawa,Britannia CA (general location),45.3711229,-75.7915535,"",,Unspecified,false,false,,,,,,,S87326285,"",,,,,Corthylio calendula,ruckin,Species,26844,,.00,0,,2102,3736
335395281,Photo,Northern Yellow Warbler,Setophaga aestiva,,,Denis Rivard,2021-05-07,2021,5,7,842,Canada,CA-ON-OT,Ontario,Ottawa,Britannia CA (general location),45.3711229,-75.7915535,"",,Unspecified,false,false,,,,,,,S87326285,"",,,,,Setophaga aestiva,yelwar1,Group,34087,,3.00,1,,2080,3698
335281771,Photo,Pine Warbler,Setophaga pinus,,,Denis Rivard,2021-05-07,2021,5,7,842,Canada,CA-ON-OT,Ontario,Ottawa,Britannia CA (general location),45.3711229,-75.7915535,"",,Unspecified,false,false,,,,,,,S87326285,"",,,,,Setophaga pinus,pinwar,Species,34153,,3.00,1,,1856,3300
334232221,Photo,Greater Scaup,Aythya marila,,,Denis Rivard,2021-05-05,2021,5,5,1136,Canada,CA-ON-OT,Ontario,Ottawa,"Ottawa--Shirley's Bay",45.3646900,-75.8830500,"",,Unspecified,false,false,,,,,,,S87169210,"",,,,,Aythya marila,gresca,Species,694,,2.00,1,,701,1246
334228691,Photo,American Tree Sparrow,Spizelloides arborea,,,Denis Rivard,2021-05-05,2021,5,5,1045,Canada,CA-ON-OT,Ontario,Ottawa,"Ottawa--Shirley's Bay (Hilda Road feeders)",45.3630185,-75.8797129,"",,Unspecified,false,false,,,,,,,S87167541,"",,,,Photo attached.,Spizelloides arborea,amtspa,Species,33095,,4.00,1,,1982,2974
334226431,Photo,Field Sparrow,Spizella pusilla,,,Denis Rivard,2021-05-05,2021,5,5,1045,Canada,CA-ON-OT,Ontario,Ottawa,"Ottawa--Shirley's Bay (Hilda Road feeders)",45.3630185,-75.8797129,"",,Unspecified,false,false,,,,,,,S87167541,"",,,,,Spizella pusilla,fiespa,Species,33002,,3.00,1,,1982,2974
334225371,Photo,Hairy Woodpecker,Leuconotopicus villosus,,,Denis Rivard,2021-05-05,2021,5,5,1045,Canada,CA-ON-OT,Ontario,Ottawa,"Ottawa--Shirley's Bay (Hilda Road feeders)",45.3630185,-75.8797129,"",,Unspecified,false,false,,,,,,,S87167541,"",,,,,Leuconotopicus villosus,haiwoo,Species,11427,,.00,0,,3551,2367
334224311,Photo,White-throated Sparrow,Zonotrichia albicollis,,,Denis Rivard,2021-05-05,2021,5,5,1045,Canada,CA-ON-OT,Ontario,Ottawa,"Ottawa--Shirley's Bay (Hilda Road feeders)",45.3630185,-75.8797129,"",,Unspecified,false,false,,,,,,,S87167541,"",,,,,Zonotrichia albicollis,whtspa,Species,33201,,5.00,1,,1901,3380
334223351,Photo,Eastern Warbling Vireo,Vireo gilvus,,,Denis Rivard,2021-05-05,2021,5,5,952,Canada,CA-ON-OT,Ontario,Ottawa,Richmond CA (formerly Richmond Sewage Lagoons),45.1988932,-75.8206550,"",,Unspecified,false,false,,,,,,,S87162133,"",,,,,Vireo gilvus,eawvir1,Group,19245,,.00,0,,1080,1919
334223341,Photo,Eastern Warbling Vireo,Vireo gilvus,,,Denis Rivard,2021-05-05,2021,5,5,952,Canada,CA-ON-OT,Ontario,Ottawa,Richmond CA (formerly Richmond Sewage Lagoons),45.1988932,-75.8206550,"",,Unspecified,false,false,,,,,,,S87162133,"",,,,,Vireo gilvus,eawvir1,Group,19245,,.00,0,,1079,1918
333801911,Photo,Red-winged Blackbird,Agelaius phoeniceus,,,Denis Rivard,2021-05-04,2021,5,4,727,Canada,CA-ON-OT,Ontario,Ottawa,Richmond CA (formerly Richmond Sewage Lagoons),45.1988932,-75.8206550,"",,Unspecified,false,false,,,,,,,S87079544,"",,,,,Agelaius phoeniceus,rewbla,Species,33779,,4.67,3,,2837,5043
333785771,Photo,Blue-winged Teal,Spatula discors,,,Denis Rivard,2021-05-04,2021,5,4,727,Canada,CA-ON-OT,Ontario,Ottawa,Richmond CA (formerly Richmond Sewage Lagoons),45.1988932,-75.8206550,"",,Unspecified,false,false,,,,,,,S87079544,"",,,,,Spatula discors,buwtea,Species,485,,2.00,1,,795,1413
333783421,Photo,Lesser Yellowlegs,Tringa flavipes,,,Denis Rivard,2021-05-04,2021,5,4,727,Canada,CA-ON-OT,Ontario,Ottawa,Richmond CA (formerly Richmond Sewage Lagoons),45.1988932,-75.8206550,"",,Unspecified,false,false,,,,,,,S87079544,"",,,,,Tringa flavipes,lesyel,Species,6145,,3.00,1,,1947,3461
333782701,Photo,Green-winged Teal,Anas crecca,,,Denis Rivard,2021-05-04,2021,5,4,727,Canada,CA-ON-OT,Ontario,Ottawa,Richmond CA (formerly Richmond Sewage Lagoons),45.1988932,-75.8206550,"",,Unspecified,false,false,,,,,,,S87079544,"",,,,,Anas crecca,gnwtea,Species,612,,2.00,1,,500,889
333781151,Photo,Palm Warbler,Setophaga palmarum,,,Denis Rivard,2021-05-04,2021,5,4,727,Canada,CA-ON-OT,Ontario,Ottawa,Richmond CA (formerly Richmond Sewage Lagoons),45.1988932,-75.8206550,"",,Unspecified,false,false,,,,,,,S87079544,"",,,,,Setophaga palmarum,palwar,Species,34148,,3.00,2,,2018,3027
333778391,Photo,Northern Pintail,Anas acuta,,,Denis Rivard,2021-05-04,2021,5,4,727,Canada,CA-ON-OT,Ontario,Ottawa,Richmond CA (formerly Richmond Sewage Lagoons),45.1988932,-75.8206550,"",,Unspecified,false,false,,,,,,,S87079544,"",,,,,Anas acuta,norpin,Species,594,,3.50,2,,1784,3171
333776211,Photo,Swamp Sparrow,Melospiza georgiana,,,Denis Rivard,2021-05-04,2021,5,4,727,Canada,CA-ON-OT,Ontario,Ottawa,Richmond CA (formerly Richmond Sewage Lagoons),45.1988932,-75.8206550,"",,Unspecified,false,false,,,,,,,S87079544,"",,,,,Melospiza georgiana,swaspa,Species,33315,,4.33,6,,1726,3068
333456971,Photo,Yellow-rumped Warbler,Setophaga coronata,,,Denis Rivard,2021-05-03,2021,5,3,808,Canada,CA-ON-OT,Ontario,Ottawa,Britannia CA--Mud Lake,45.3717546,-75.7948728,"",,Unspecified,false,false,,,,,,,S87008241,"",,,,,Setophaga coronata,yerwar,Species,34159,,3.00,2,,2314,4114
333453101,Photo,Ruby-crowned Kinglet,Corthylio calendula,,,Denis Rivard,2021-05-03,2021,5,3,808,Canada,CA-ON-OT,Ontario,Ottawa,Britannia CA--Mud Lake,45.3717546,-75.7948728,"",,Unspecified,false,false,,,,,,,S87008241,"",,,,,Corthylio calendula,ruckin,Species,26844,,.00,0,,3718,6610
333450191,Photo,Black-crowned Night Heron,Nycticorax nycticorax,,,Denis Rivard,2021-05-03,2021,5,3,808,Canada,CA-ON-OT,Ontario,Ottawa,Britannia CA--Mud Lake,45.3717546,-75.7948728,"",,Unspecified,false,false,,,,,,,S87008241,"",,,,,Nycticorax nycticorax,bcnher,Species,7600,,4.00,1,,4212,7488
333444111,Photo,Black-crowned Night Heron,Nycticorax nycticorax,,,Denis Rivard,2021-05-03,2021,5,3,808,Canada,CA-ON-OT,Ontario,Ottawa,Britannia CA--Mud Lake,45.3717546,-75.7948728,"",,Unspecified,false,false,,,,,,,S87008241,"",,,,,Nycticorax nycticorax,bcnher,Species,7600,,.00,0,,1805,3209
333442091,Photo,Downy Woodpecker,Dryobates pubescens,,,Denis Rivard,2021-05-03,2021,5,3,808,Canada,CA-ON-OT,Ontario,Ottawa,Britannia CA--Mud Lake,45.3717546,-75.7948728,"",,Unspecified,false,false,,,,,,,S87008241,"",,,,,Dryobates pubescens,dowwoo,Species,11400,,.00,0,,4887,8688
333437941,Photo,Northern Parula,Setophaga americana,,,Denis Rivard,2021-05-03,2021,5,3,808,Canada,CA-ON-OT,Ontario,Ottawa,Britannia CA--Mud Lake,45.3717546,-75.7948728,"",,Unspecified,false,false,,,,,,,S87008241,"",,,,,Setophaga americana,norpar,Species,34063,,3.00,1,,2743,4876
333434231,Photo,Palm Warbler,Setophaga palmarum,,,Denis Rivard,2021-05-03,2021,5,3,808,Canada,CA-ON-OT,Ontario,Ottawa,Britannia CA--Mud Lake,45.3717546,-75.7948728,"",,Unspecified,false,false,,,,,,,S87008241,"",,,,,Setophaga palmarum,palwar,Species,34148,,3.00,1,,2264,4025
333431031,Photo,Northern Cardinal,Cardinalis cardinalis,,,Denis Rivard,2021-05-03,2021,5,3,808,Canada,CA-ON-OT,Ontario,Ottawa,Britannia CA--Mud Lake,45.3717546,-75.7948728,"",,Unspecified,false,false,,,,,,,S87008241,"",,,,,Cardinalis cardinalis,norcar,Species,34515,,4.00,1,,2176,3868
